customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NumOfInternetService
6253-WRFHY,Male,No,Yes,Yes,short,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,50~66,800~2500,No,2
9133-AYJZG,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,3
2675-OTVVJ,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,>66,>2500,No,2
8680-CGLTP,Male,No,No,No,long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,50~66,800~2500,No,3
8430-TWCBX,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,800~2500,No,0
5018-GWURO,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,1
6741-QRLUP,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),>66,>2500,No,5
4737-HOBAX,Male,No,Yes,No,long,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,4
0537-QYZZN,Male,Yes,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,No,1
3340-QBBFM,Male,Yes,Yes,No,long,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),50~66,800~2500,No,2
1704-NRWYE,Female,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
2592-SEIFQ,Male,No,No,No,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,<36,<800,Yes,0
8200-KLNYW,Female,No,Yes,No,long,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,>66,800~2500,No,5
3372-CDXFJ,Male,No,Yes,Yes,short,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,<800,No,0
4781-ZXYGU,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),<36,<800,No,0
7632-YUTXB,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,<36,<800,No,0
2718-YSKCS,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),<36,800~2500,No,0
9896-UYMIE,Male,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,6
0853-NWIFK,Female,No,No,No,long,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,>66,>2500,No,4
8212-CRQXP,Female,No,Yes,No,long,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,1
6980-CDGFC,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),<36,800~2500,No,0
7691-XVTZH,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,2
2520-SGTTA,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,>2500,No,0
7481-ATQQS,Female,Yes,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),>66,>2500,Yes,2
2277-VWCNI,Female,Yes,No,No,short,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,36~50,<800,No,0
1088-CNNKB,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),>66,>2500,No,5
8642-GVWRF,Female,No,Yes,No,short,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),>66,<800,Yes,2
1930-BZLHI,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,<36,<800,No,0
3400-ESFUW,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),50~66,>2500,Yes,3
5868-YTYKS,Male,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,<36,<800,No,0
3525-DVKFN,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,<800,No,0
1482-OXZSY,Male,No,No,No,long,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,3
0377-JBKKT,Male,No,Yes,Yes,long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,50~66,800~2500,No,3
5778-BVOFB,Female,No,No,No,short,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50~66,<800,No,2
3373-YZZYM,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
2057-ZBLPD,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
0228-MAUWC,Male,No,No,No,short,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,50~66,800~2500,No,2
5502-RLUYV,Female,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,4
0023-HGHWL,Male,Yes,No,No,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,Yes,0
7663-YJHSN,Female,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,5
4915-BFSXL,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),>66,>2500,No,3
3086-RUCRN,Female,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,5
5215-LNLDJ,Female,No,Yes,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,<36,<800,No,0
7576-JMYWV,Female,Yes,Yes,Yes,long,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,5
9039-RBEEE,Male,No,No,No,long,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36~50,800~2500,Yes,4
0257-KXZGU,Female,No,Yes,Yes,long,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50~66,800~2500,No,2
1307-ATKGB,Male,No,No,No,long,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,3
8417-FMLZI,Male,No,Yes,Yes,short,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),>66,<800,Yes,2
3714-XPXBW,Female,No,No,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,5
1850-AKQEP,Male,No,No,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
2824-DXNKN,Female,No,Yes,Yes,long,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,3
5227-JSCFE,Male,Yes,Yes,No,long,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),36~50,>2500,No,4
0848-ZGQIJ,Female,No,Yes,No,short,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,3
3621-CHYVB,Female,No,Yes,No,long,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36~50,>2500,No,4
8042-RNLKO,Male,No,No,No,long,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),<36,800~2500,No,0
1792-UXAFY,Female,Yes,No,No,short,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,3
5372-FBKBN,Female,No,No,Yes,long,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
0420-TXVSG,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),>66,>2500,No,3
6217-TOWGS,Female,No,Yes,No,short,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,3
0515-YPMCW,Male,No,No,Yes,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,<800,Yes,0
0378-XSZPU,Male,No,Yes,No,long,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),50~66,>2500,Yes,3
1045-LTCYT,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),<36,<800,No,0
1544-JJMYL,Male,No,No,No,long,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),>66,800~2500,No,4
4636-JGAAI,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,>66,>2500,No,2
6874-SGLHU,Male,No,No,No,long,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,3
5951-AOFIH,Male,No,No,No,long,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,3
4729-XKASR,Male,No,No,Yes,short,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,<36,<800,Yes,0
3059-NGMXB,Male,No,Yes,Yes,short,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,>66,800~2500,No,3
8652-YHIYU,Female,No,No,Yes,short,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),>66,800~2500,No,1
5278-PNYOX,Female,No,No,No,long,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,4
5449-FIBXJ,Male,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,>66,800~2500,Yes,4
3486-HOOGQ,Female,No,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),>66,>2500,No,5
5061-PBXFW,Female,No,Yes,Yes,long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50~66,800~2500,No,3
8630-FJLIB,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,No,0
3891-NLXJB,Male,No,No,No,long,No,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,36~50,800~2500,No,3
4749-OJKQU,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,No,0
0577-WHMEV,Female,No,Yes,No,short,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,>66,800~2500,No,3
5453-AXEPF,Male,No,Yes,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,1
3639-XJHKQ,Female,No,No,Yes,short,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,50~66,800~2500,No,3
3716-LRGXK,Male,No,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,3
2263-SFSQZ,Male,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,<36,800~2500,No,0
9950-MTGYX,Male,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),<36,<800,No,0
3397-AVTKU,Male,No,No,No,long,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,50~66,>2500,No,2
4825-FUREZ,Male,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,<36,800~2500,No,0
9837-BMCLM,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
2672-OJQZP,Female,No,No,No,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,36~50,<800,No,0
0137-UDEUO,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,Yes,0
3134-DSHVC,Female,No,No,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),>66,>2500,No,4
6161-UUUTA,Male,Yes,No,No,short,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
7821-DPRQE,Male,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,5
6543-XRMYR,Female,Yes,No,No,long,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,3
2001-EWBQU,Female,No,No,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,>66,>2500,No,4
4925-LMHOK,Male,No,No,No,short,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50~66,800~2500,Yes,2
1608-GMEWB,Male,Yes,No,No,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,2
6695-AMZUF,Female,No,Yes,No,long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,6
1455-UGQVH,Male,No,Yes,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,3
8410-BGQXN,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
8280-MQRQN,Female,No,No,No,short,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50~66,<800,Yes,1
1619-YWUBB,Female,No,Yes,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),<36,800~2500,No,0
7611-YKYTC,Male,No,Yes,Yes,long,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),>66,800~2500,No,1
2037-SGXHH,Male,No,Yes,Yes,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,>2500,Yes,3
3178-FESZO,Female,No,No,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),>66,<800,Yes,3
0365-GXEZS,Male,No,Yes,No,short,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,>66,800~2500,No,2
0082-OQIQY,Male,No,No,No,long,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,No,3
6087-MVHJH,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,2
4603-JANFB,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
3018-TFTSU,Male,No,No,No,short,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),>66,800~2500,Yes,2
3606-SBKRY,Male,No,No,No,long,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50~66,800~2500,No,3
4806-KEXQR,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
0667-NSRGI,Female,No,Yes,No,long,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,>66,>2500,No,3
7083-YNSKY,Female,No,No,No,short,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),<36,<800,Yes,0
6893-ODYYE,Male,No,No,No,long,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),>66,>2500,No,4
8242-JSVBO,Male,No,No,No,short,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36~50,<800,No,0
2479-BRAMR,Male,Yes,Yes,No,long,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,Yes,2
9541-ZPSEA,Male,No,Yes,Yes,long,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),>66,>2500,No,2
2665-NPTGL,Female,Yes,Yes,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),>66,>2500,No,3
1139-WUOAH,Male,No,No,No,long,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),50~66,>2500,No,4
4693-VWVBO,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,<36,<800,No,0
7434-SHXLS,Female,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,Yes,0
6937-GCDGQ,Male,No,Yes,Yes,short,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),36~50,800~2500,No,1
0988-JRWWP,Female,No,No,No,short,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50~66,<800,No,1
5075-JSDKI,Female,No,No,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,<36,800~2500,No,0
7908-QCBCA,Female,No,Yes,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,>66,<800,Yes,0
8644-XYTSV,Male,No,Yes,No,long,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36~50,800~2500,No,2
6711-FLDFB,Female,No,No,No,short,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
3873-WOSBC,Male,No,Yes,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,800~2500,No,0
7465-ZZRVX,Male,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,No,0
7975-JMZNT,Male,No,Yes,No,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),>66,>2500,No,6
7251-XFOIL,Female,No,No,No,long,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,>66,>2500,No,2
4116-IQRFR,Male,No,Yes,Yes,short,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,<800,No,0
3714-JTVOV,Female,Yes,Yes,No,long,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),>66,>2500,Yes,1
8259-DZLIZ,Female,No,Yes,Yes,long,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),50~66,>2500,No,1
0442-ZXKVS,Female,Yes,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,6
7853-WNZSY,Male,No,No,No,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),<36,<800,No,0
3120-FAZKD,Male,No,Yes,Yes,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),<36,800~2500,No,0
8606-OEGQZ,Female,No,No,Yes,short,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,<800,No,0
0225-ZORZP,Male,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,>66,<800,No,2
4702-IOQDC,Female,No,No,No,short,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,0
9489-JMTTN,Female,No,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,No,6
0575-CUQOV,Male,Yes,Yes,No,long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,>66,>2500,No,4
0967-BMLBD,Female,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,<36,<800,No,0
6178-KFNHS,Female,No,No,Yes,short,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
2830-LEWOA,Male,No,Yes,Yes,long,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),>66,>2500,No,5
5006-MXVRN,Female,No,No,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),<36,<800,No,0
1264-BYWMS,Male,No,No,No,long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,>2500,Yes,2
9658-WYUFB,Female,No,No,No,short,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,3
8327-WKMIE,Male,No,No,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,<800,No,0
6917-FIJHC,Female,No,Yes,No,long,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,<36,800~2500,No,0
5329-KRDTM,Male,Yes,Yes,No,long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),>66,>2500,No,4
7797-EJMDP,Female,No,No,No,short,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),>66,<800,No,3
3530-VWVGU,Female,No,Yes,Yes,long,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,<36,<800,No,0
2013-SGDXK,Female,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,>66,<800,Yes,2
6368-NWMCE,Female,No,No,No,long,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),>66,>2500,No,3
3633-CDBUW,Male,No,No,Yes,short,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,>66,800~2500,No,5
0707-HOVVN,Female,Yes,No,No,long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),>66,>2500,No,4
8580-QVLOC,Female,Yes,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),>66,>2500,Yes,6
3956-MGXOG,Female,No,No,No,long,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,No,1
9274-UARKJ,Female,No,No,No,short,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),>66,800~2500,No,2
4077-HWUYD,Male,No,Yes,Yes,long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,6
2012-NWRPA,Female,Yes,Yes,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,3
8808-ELEHO,Male,Yes,No,No,short,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,>66,<800,Yes,1
0103-CSITQ,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),>66,>2500,No,5
3506-LCJDC,Male,No,Yes,Yes,short,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),<36,<800,Yes,0
8671-KKKOS,Female,No,Yes,No,long,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,36~50,800~2500,No,3
7305-ZWMAJ,Male,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),<36,<800,No,0
9518-XXBXE,Male,Yes,Yes,No,short,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,>66,<800,No,1
3934-HXCFZ,Male,No,Yes,No,long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,4
6578-KRMAW,Male,No,No,No,long,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,4
4860-IJUDE,Male,No,No,No,short,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),>66,800~2500,No,1
7666-WKRON,Female,No,No,No,long,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,>66,>2500,Yes,2
9688-YGXVR,Female,No,No,No,long,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),>66,>2500,No,3
0423-UDIJQ,Male,Yes,No,No,short,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,36~50,<800,No,1
1945-XISKS,Female,No,Yes,No,long,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,<36,800~2500,No,0
4910-AQFFX,Male,No,Yes,Yes,short,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),>66,<800,Yes,1
2154-KVJFF,Female,No,No,No,short,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,>66,800~2500,Yes,1
5360-LJCNJ,Female,No,Yes,No,long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),>66,>2500,No,4
2607-FBDFF,Male,No,No,No,short,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),36~50,<800,No,1
